ID,Pred
2021_1104_1417,0.5
2021_1104_1422,0.5
2021_1104_1425,0.5
2021_1104_1429,0.5
2021_1104_1433,0.5
2021_1104_1437,0.5
2021_1104_1438,0.5
2021_1104_1439,0.5
2021_1104_1452,0.5
2021_1104_1455,0.5
2021_1104_1457,0.5
2021_1104_1458,0.5
2021_1111_1116,0.5
2021_1111_1124,0.5
2021_1111_1140,0.5
2021_1111_1155,0.5
2021_1111_1156,0.5
2021_1111_1159,0.5
2021_1111_1160,0.5
2021_1111_1163,0.5
2021_1111_1166,0.5
2021_1111_1179,0.5
2021_1111_1180,0.5
2021_1111_1186,0.5
2021_1111_1196,0.5
2021_1111_1199,0.5
2021_1111_1207,0.5
2021_1111_1210,0.5
2021_1111_1211,0.5
2021_1111_1213,0.5
2021_1111_1216,0.5
2021_1111_1222,0.5
2021_1111_1228,0.5
2021_1111_1233,0.5
2021_1111_1234,0.5
2021_1111_1242,0.5
2021_1111_1251,0.5
2021_1111_1260,0.5
2021_1111_1261,0.5
2021_1111_1268,0.5
2021_1111_1276,0.5
2021_1111_1277,0.5
2021_1111_1281,0.5
2021_1111_1287,0.5
2021_1111_1291,0.5
2021_1111_1313,0.5
2021_1111_1314,0.5
2021_1111_1317,0.5
2021_1111_1325,0.5
2021_1111_1326,0.5
2021_1111_1328,0.5
2021_1111_1329,0.5
2021_1111_1331,0.5
2021_1111_1332,0.5
2021_1111_1333,0.5
2021_1111_1345,0.5
2021_1111_1353,0.5
2021_1111_1361,0.5
2021_1111_1364,0.5
2021_1111_1382,0.5
2021_1111_1393,0.5
2021_1111_1397,0.5
2021_1111_1400,0.5
2021_1111_1403,0.5
2021_1111_1411,0.5
2021_1111_1417,0.5
2021_1111_1422,0.5
2021_1111_1425,0.5
2021_1111_1429,0.5
2021_1111_1433,0.5
2021_1111_1437,0.5
2021_1111_1438,0.5
2021_1111_1439,0.5
2021_1111_1452,0.5
2021_1111_1455,0.5
2021_1111_1457,0.5
2021_1111_1458,0.5
2021_1116_1124,0.5
2021_1116_1140,0.5
2021_1116_1155,0.5
2021_1116_1156,0.5
2021_1116_1159,0.5
2021_1116_1160,0.5
2021_1116_1163,0.5
2021_1116_1166,0.5
2021_1116_1179,0.5
2021_1116_1180,0.5
2021_1116_1186,0.5
2021_1116_1196,0.5
2021_1116_1199,0.5
2021_1116_1207,0.5
2021_1116_1210,0.5
2021_1116_1211,0.5
2021_1116_1213,0.5
2021_1116_1216,0.5
2021_1116_1222,0.5
2021_1116_1228,0.5
2021_1116_1233,0.5
2021_1116_1234,0.5
2021_1116_1242,0.5
2021_1116_1251,0.5
2021_1116_1260,0.5
2021_1116_1261,0.5
2021_1116_1268,0.5
2021_1116_1276,0.5
2021_1116_1277,0.5
2021_1116_1281,0.5
2021_1116_1287,0.5
2021_1116_1291,0.5
2021_1116_1313,0.5
2021_1116_1314,0.5
2021_1116_1317,0.5
2021_1116_1325,0.5
2021_1116_1326,0.5
2021_1116_1328,0.5
2021_1116_1329,0.5
2021_1116_1331,0.5
2021_1116_1332,0.5
2021_1116_1333,0.5
2021_1116_1345,0.5
2021_1116_1353,0.5
2021_1116_1361,0.5
2021_1116_1364,0.5
2021_1116_1382,0.5
2021_1116_1393,0.5
2021_1116_1397,0.5
2021_1116_1400,0.5
2021_1116_1403,0.5
2021_1116_1411,0.5
2021_1116_1417,0.5
2021_1116_1422,0.5
2021_1116_1425,0.5
2021_1116_1429,0.5
2021_1116_1433,0.5
2021_1116_1437,0.5
2021_1116_1438,0.5
2021_1116_1439,0.5
2021_1116_1452,0.5
2021_1116_1455,0.5
2021_1116_1457,0.5
2021_1116_1458,0.5
2021_1124_1140,0.5
2021_1124_1155,0.5
2021_1124_1156,0.5
2021_1124_1159,0.5
2021_1124_1160,0.5
2021_1124_1163,0.5
2021_1124_1166,0.5
2021_1124_1179,0.5
2021_1124_1180,0.5
2021_1124_1186,0.5
2021_1124_1196,0.5
2021_1124_1199,0.5
2021_1124_1207,0.5
2021_1124_1210,0.5
2021_1124_1211,0.5
2021_1124_1213,0.5
2021_1124_1216,0.5
2021_1124_1222,0.5
2021_1124_1228,0.5
2021_1124_1233,0.5
2021_1124_1234,0.5
2021_1124_1242,0.5
2021_1124_1251,0.5
2021_1124_1260,0.5
2021_1124_1261,0.5
2021_1124_1268,0.5
2021_1124_1276,0.5
2021_1124_1277,0.5
2021_1124_1281,0.5
2021_1124_1287,0.5
2021_1124_1291,0.5
2021_1124_1313,0.5
2021_1124_1314,0.5
2021_1124_1317,0.5
2021_1124_1325,0.5
2021_1124_1326,0.5
2021_1124_1328,0.5
2021_1124_1329,0.5
2021_1124_1331,0.5
2021_1124_1332,0.5
2021_1124_1333,0.5
2021_1124_1345,0.5
2021_1124_1353,0.5
2021_1124_1361,0.5
2021_1124_1364,0.5
2021_1124_1382,0.5
2021_1124_1393,0.5
2021_1124_1397,0.5
2021_1124_1400,0.5
2021_1124_1403,0.5
2021_1124_1411,0.5
2021_1124_1417,0.5
2021_1124_1422,0.5
2021_1124_1425,0.5
2021_1124_1429,0.5
2021_1124_1433,0.5
2021_1124_1437,0.5
2021_1124_1438,0.5
2021_1124_1439,0.5
2021_1124_1452,0.5
2021_1124_1455,0.5
2021_1124_1457,0.5
2021_1124_1458,0.5
2021_1140_1155,0.5
2021_1140_1156,0.5
2021_1140_1159,0.5
2021_1140_1160,0.5
2021_1140_1163,0.5
2021_1140_1166,0.5
2021_1140_1179,0.5
2021_1140_1180,0.5
2021_1140_1186,0.5
2021_1140_1196,0.5
2021_1140_1199,0.5
2021_1140_1207,0.5
2021_1140_1210,0.5
2021_1140_1211,0.5
2021_1140_1213,0.5
2021_1140_1216,0.5
2021_1140_1222,0.5
2021_1140_1228,0.5
2021_1140_1233,0.5
2021_1140_1234,0.5
2021_1140_1242,0.5
2021_1140_1251,0.5
2021_1140_1260,0.5
2021_1140_1261,0.5
2021_1140_1268,0.5
2021_1140_1276,0.5
2021_1140_1277,0.5
2021_1140_1281,0.5
2021_1140_1287,0.5
2021_1140_1291,0.5
2021_1140_1313,0.5
2021_1140_1314,0.5
2021_1140_1317,0.5
2021_1140_1325,0.5
2021_1140_1326,0.5
2021_1140_1328,0.5
2021_1140_1329,0.5
2021_1140_1331,0.5
2021_1140_1332,0.5
2021_1140_1333,0.5
2021_1140_1345,0.5
2021_1140_1353,0.5
2021_1140_1361,0.5
2021_1140_1364,0.5
2021_1140_1382,0.5
2021_1140_1393,0.5
2021_1140_1397,0.5
2021_1140_1400,0.5
2021_1140_1403,0.5
2021_1140_1411,0.5
2021_1140_1417,0.5
2021_1140_1422,0.5
2021_1140_1425,0.5
2021_1140_1429,0.5
2021_1140_1433,0.5
2021_1140_1437,0.5
2021_1140_1438,0.5
2021_1140_1439,0.5
2021_1140_1452,0.5
2021_1140_1455,0.5
2021_1140_1457,0.5
2021_1140_1458,0.5
2021_1155_1156,0.5
2021_1155_1159,0.5
2021_1155_1160,0.5
2021_1155_1163,0.5
2021_1155_1166,0.5
2021_1155_1179,0.5
2021_1155_1180,0.5
2021_1155_1186,0.5
2021_1155_1196,0.5
2021_1155_1199,0.5
2021_1155_1207,0.5
2021_1155_1210,0.5
2021_1155_1211,0.5
2021_1155_1213,0.5
2021_1155_1216,0.5
2021_1155_1222,0.5
2021_1155_1228,0.5
2021_1155_1233,0.5
2021_1155_1234,0.5
2021_1155_1242,0.5
2021_1155_1251,0.5
2021_1155_1260,0.5
2021_1155_1261,0.5
2021_1155_1268,0.5
2021_1155_1276,0.5
2021_1155_1277,0.5
2021_1155_1281,0.5
2021_1155_1287,0.5
2021_1155_1291,0.5
2021_1155_1313,0.5
2021_1155_1314,0.5
2021_1155_1317,0.5
2021_1155_1325,0.5
2021_1155_1326,0.5
2021_1155_1328,0.5
2021_1155_1329,0.5
2021_1155_1331,0.5
2021_1155_1332,0.5
2021_1155_1333,0.5
2021_1155_1345,0.5
2021_1155_1353,0.5
2021_1155_1361,0.5
2021_1155_1364,0.5
2021_1155_1382,0.5
2021_1155_1393,0.5
2021_1155_1397,0.5
2021_1155_1400,0.5
2021_1155_1403,0.5
2021_1155_1411,0.5
2021_1155_1417,0.5
2021_1155_1422,0.5
2021_1155_1425,0.5
2021_1155_1429,0.5
2021_1155_1433,0.5
2021_1155_1437,0.5
2021_1155_1438,0.5
2021_1155_1439,0.5
2021_1155_1452,0.5
2021_1155_1455,0.5
2021_1155_1457,0.5
2021_1155_1458,0.5
2021_1156_1159,0.5
2021_1156_1160,0.5
2021_1156_1163,0.5
2021_1156_1166,0.5
2021_1156_1179,0.5
2021_1156_1180,0.5
2021_1156_1186,0.5
2021_1156_1196,0.5
2021_1156_1199,0.5
2021_1156_1207,0.5
2021_1156_1210,0.5
2021_1156_1211,0.5
2021_1156_1213,0.5
2021_1156_1216,0.5
2021_1156_1222,0.5
2021_1156_1228,0.5
2021_1156_1233,0.5
2021_1156_1234,0.5
2021_1156_1242,0.5
2021_1156_1251,0.5
2021_1156_1260,0.5
2021_1156_1261,0.5
2021_1156_1268,0.5
2021_1156_1276,0.5
2021_1156_1277,0.5
2021_1156_1281,0.5
2021_1156_1287,0.5
2021_1156_1291,0.5
2021_1156_1313,0.5
2021_1156_1314,0.5
2021_1156_1317,0.5
2021_1156_1325,0.5
2021_1156_1326,0.5
2021_1156_1328,0.5
2021_1156_1329,0.5
2021_1156_1331,0.5
2021_1156_1332,0.5
2021_1156_1333,0.5
2021_1156_1345,0.5
2021_1156_1353,0.5
2021_1156_1361,0.5
2021_1156_1364,0.5
2021_1156_1382,0.5
2021_1156_1393,0.5
2021_1156_1397,0.5
2021_1156_1400,0.5
2021_1156_1403,0.5
2021_1156_1411,0.5
2021_1156_1417,0.5
2021_1156_1422,0.5
2021_1156_1425,0.5
2021_1156_1429,0.5
2021_1156_1433,0.5
2021_1156_1437,0.5
2021_1156_1438,0.5
2021_1156_1439,0.5
2021_1156_1452,0.5
2021_1156_1455,0.5
2021_1156_1457,0.5
2021_1156_1458,0.5
2021_1159_1160,0.5
2021_1159_1163,0.5
2021_1159_1166,0.5
2021_1159_1179,0.5
2021_1159_1180,0.5
2021_1159_1186,0.5
2021_1159_1196,0.5
2021_1159_1199,0.5
2021_1159_1207,0.5
2021_1159_1210,0.5
2021_1159_1211,0.5
2021_1159_1213,0.5
2021_1159_1216,0.5
2021_1159_1222,0.5
2021_1159_1228,0.5
2021_1159_1233,0.5
2021_1159_1234,0.5
2021_1159_1242,0.5
2021_1159_1251,0.5
2021_1159_1260,0.5
2021_1159_1261,0.5
2021_1159_1268,0.5
2021_1159_1276,0.5
2021_1159_1277,0.5
2021_1159_1281,0.5
2021_1159_1287,0.5
2021_1159_1291,0.5
2021_1159_1313,0.5
2021_1159_1314,0.5
2021_1159_1317,0.5
2021_1159_1325,0.5
2021_1159_1326,0.5
2021_1159_1328,0.5
2021_1159_1329,0.5
2021_1159_1331,0.5
2021_1159_1332,0.5
2021_1159_1333,0.5
2021_1159_1345,0.5
2021_1159_1353,0.5
2021_1159_1361,0.5
2021_1159_1364,0.5
2021_1159_1382,0.5
2021_1159_1393,0.5
2021_1159_1397,0.5
2021_1159_1400,0.5
2021_1159_1403,0.5
2021_1159_1411,0.5
2021_1159_1417,0.5
2021_1159_1422,0.5
2021_1159_1425,0.5
2021_1159_1429,0.5
2021_1159_1433,0.5
2021_1159_1437,0.5
2021_1159_1438,0.5
2021_1159_1439,0.5
2021_1159_1452,0.5
2021_1159_1455,0.5
2021_1159_1457,0.5
2021_1159_1458,0.5
2021_1160_1163,0.5
2021_1160_1166,0.5
2021_1160_1179,0.5
2021_1160_1180,0.5
2021_1160_1186,0.5
2021_1160_1196,0.5
2021_1160_1199,0.5
2021_1160_1207,0.5
2021_1160_1210,0.5
2021_1160_1211,0.5
2021_1160_1213,0.5
2021_1160_1216,0.5
2021_1160_1222,0.5
2021_1160_1228,0.5
2021_1160_1233,0.5
2021_1160_1234,0.5
2021_1160_1242,0.5
2021_1160_1251,0.5
2021_1160_1260,0.5
2021_1160_1261,0.5
2021_1160_1268,0.5
2021_1160_1276,0.5
2021_1160_1277,0.5
2021_1160_1281,0.5
2021_1160_1287,0.5
2021_1160_1291,0.5
2021_1160_1313,0.5
2021_1160_1314,0.5
2021_1160_1317,0.5
2021_1160_1325,0.5
2021_1160_1326,0.5
2021_1160_1328,0.5
2021_1160_1329,0.5
2021_1160_1331,0.5
2021_1160_1332,0.5
2021_1160_1333,0.5
2021_1160_1345,0.5
2021_1160_1353,0.5
2021_1160_1361,0.5
2021_1160_1364,0.5
2021_1160_1382,0.5
2021_1160_1393,0.5
2021_1160_1397,0.5
2021_1160_1400,0.5
2021_1160_1403,0.5
2021_1160_1411,0.5
2021_1160_1417,0.5
2021_1160_1422,0.5
2021_1160_1425,0.5
2021_1160_1429,0.5
2021_1160_1433,0.5
2021_1160_1437,0.5
2021_1160_1438,0.5
2021_1160_1439,0.5
2021_1160_1452,0.5
2021_1160_1455,0.5
2021_1160_1457,0.5
2021_1160_1458,0.5
2021_1163_1166,0.5
2021_1163_1179,0.5
2021_1163_1180,0.5
2021_1163_1186,0.5
2021_1163_1196,0.5
2021_1163_1199,0.5
2021_1163_1207,0.5
2021_1163_1210,0.5
2021_1163_1211,0.5
2021_1163_1213,0.5
2021_1163_1216,0.5
2021_1163_1222,0.5
2021_1163_1228,0.5
2021_1163_1233,0.5
2021_1163_1234,0.5
2021_1163_1242,0.5
2021_1163_1251,0.5
2021_1163_1260,0.5
2021_1163_1261,0.5
2021_1163_1268,0.5
2021_1163_1276,0.5
2021_1163_1277,0.5
2021_1163_1281,0.5
2021_1163_1287,0.5
2021_1163_1291,0.5
2021_1163_1313,0.5
2021_1163_1314,0.5
2021_1163_1317,0.5
2021_1163_1325,0.5
2021_1163_1326,0.5
2021_1163_1328,0.5
2021_1163_1329,0.5
2021_1163_1331,0.5
2021_1163_1332,0.5
2021_1163_1333,0.5
2021_1163_1345,0.5
2021_1163_1353,0.5
2021_1163_1361,0.5
2021_1163_1364,0.5
2021_1163_1382,0.5
2021_1163_1393,0.5
2021_1163_1397,0.5
2021_1163_1400,0.5
2021_1163_1403,0.5
2021_1163_1411,0.5
2021_1163_1417,0.5
2021_1163_1422,0.5
2021_1163_1425,0.5
2021_1163_1429,0.5
2021_1163_1433,0.5
2021_1163_1437,0.5
2021_1163_1438,0.5
2021_1163_1439,0.5
2021_1163_1452,0.5
2021_1163_1455,0.5
2021_1163_1457,0.5
2021_1163_1458,0.5
2021_1166_1179,0.5
2021_1166_1180,0.5
2021_1166_1186,0.5
2021_1166_1196,0.5
2021_1166_1199,0.5
2021_1166_1207,0.5
2021_1166_1210,0.5
2021_1166_1211,0.5
2021_1166_1213,0.5
2021_1166_1216,0.5
2021_1166_1222,0.5
2021_1166_1228,0.5
2021_1166_1233,0.5
2021_1166_1234,0.5
2021_1166_1242,0.5
2021_1166_1251,0.5
2021_1166_1260,0.5
2021_1166_1261,0.5
2021_1166_1268,0.5
2021_1166_1276,0.5
2021_1166_1277,0.5
2021_1166_1281,0.5
2021_1166_1287,0.5
2021_1166_1291,0.5
2021_1166_1313,0.5
2021_1166_1314,0.5
2021_1166_1317,0.5
2021_1166_1325,0.5
2021_1166_1326,0.5
2021_1166_1328,0.5
2021_1166_1329,0.5
2021_1166_1331,0.5
2021_1166_1332,0.5
2021_1166_1333,0.5
2021_1166_1345,0.5
2021_1166_1353,0.5
2021_1166_1361,0.5
2021_1166_1364,0.5
2021_1166_1382,0.5
2021_1166_1393,0.5
2021_1166_1397,0.5
2021_1166_1400,0.5
2021_1166_1403,0.5
2021_1166_1411,0.5
2021_1166_1417,0.5
2021_1166_1422,0.5
2021_1166_1425,0.5
2021_1166_1429,0.5
2021_1166_1433,0.5
2021_1166_1437,0.5
2021_1166_1438,0.5
2021_1166_1439,0.5
2021_1166_1452,0.5
2021_1166_1455,0.5
2021_1166_1457,0.5
2021_1166_1458,0.5
2021_1179_1180,0.5
2021_1179_1186,0.5
2021_1179_1196,0.5
2021_1179_1199,0.5
2021_1179_1207,0.5
2021_1179_1210,0.5
2021_1179_1211,0.5
2021_1179_1213,0.5
2021_1179_1216,0.5
2021_1179_1222,0.5
2021_1179_1228,0.5
2021_1179_1233,0.5
2021_1179_1234,0.5
2021_1179_1242,0.5
2021_1179_1251,0.5
2021_1179_1260,0.5
2021_1179_1261,0.5
2021_1179_1268,0.5
2021_1179_1276,0.5
2021_1179_1277,0.5
2021_1179_1281,0.5
2021_1179_1287,0.5
2021_1179_1291,0.5
2021_1179_1313,0.5
2021_1179_1314,0.5
2021_1179_1317,0.5
2021_1179_1325,0.5
2021_1179_1326,0.5
2021_1179_1328,0.5
2021_1179_1329,0.5
2021_1179_1331,0.5
2021_1179_1332,0.5
2021_1179_1333,0.5
2021_1179_1345,0.5
2021_1179_1353,0.5
2021_1179_1361,0.5
2021_1179_1364,0.5
2021_1179_1382,0.5
2021_1179_1393,0.5
2021_1179_1397,0.5
2021_1179_1400,0.5
2021_1179_1403,0.5
2021_1179_1411,0.5
2021_1179_1417,0.5
2021_1179_1422,0.5
2021_1179_1425,0.5
2021_1179_1429,0.5
2021_1179_1433,0.5
2021_1179_1437,0.5
2021_1179_1438,0.5
2021_1179_1439,0.5
2021_1179_1452,0.5
2021_1179_1455,0.5
2021_1179_1457,0.5
2021_1179_1458,0.5
2021_1180_1186,0.5
2021_1180_1196,0.5
2021_1180_1199,0.5
2021_1180_1207,0.5
2021_1180_1210,0.5
2021_1180_1211,0.5
2021_1180_1213,0.5
2021_1180_1216,0.5
2021_1180_1222,0.5
2021_1180_1228,0.5
2021_1180_1233,0.5
2021_1180_1234,0.5
2021_1180_1242,0.5
2021_1180_1251,0.5
2021_1180_1260,0.5
2021_1180_1261,0.5
2021_1180_1268,0.5
2021_1180_1276,0.5
2021_1180_1277,0.5
2021_1180_1281,0.5
2021_1180_1287,0.5
2021_1180_1291,0.5
2021_1180_1313,0.5
2021_1180_1314,0.5
2021_1180_1317,0.5
2021_1180_1325,0.5
2021_1180_1326,0.5
2021_1180_1328,0.5
2021_1180_1329,0.5
2021_1180_1331,0.5
2021_1180_1332,0.5
2021_1180_1333,0.5
2021_1180_1345,0.5
2021_1180_1353,0.5
2021_1180_1361,0.5
2021_1180_1364,0.5
2021_1180_1382,0.5
2021_1180_1393,0.5
2021_1180_1397,0.5
2021_1180_1400,0.5
2021_1180_1403,0.5
2021_1180_1411,0.5
2021_1180_1417,0.5
2021_1180_1422,0.5
2021_1180_1425,0.5
2021_1180_1429,0.5
2021_1180_1433,0.5
2021_1180_1437,0.5
2021_1180_1438,0.5
2021_1180_1439,0.5
2021_1180_1452,0.5
2021_1180_1455,0.5
2021_1180_1457,0.5
2021_1180_1458,0.5
2021_1186_1196,0.5
2021_1186_1199,0.5
2021_1186_1207,0.5
2021_1186_1210,0.5
2021_1186_1211,0.5
2021_1186_1213,0.5
2021_1186_1216,0.5
2021_1186_1222,0.5
2021_1186_1228,0.5
2021_1186_1233,0.5
2021_1186_1234,0.5
2021_1186_1242,0.5
2021_1186_1251,0.5
2021_1186_1260,0.5
2021_1186_1261,0.5
2021_1186_1268,0.5
2021_1186_1276,0.5
2021_1186_1277,0.5
2021_1186_1281,0.5
2021_1186_1287,0.5
2021_1186_1291,0.5
2021_1186_1313,0.5
2021_1186_1314,0.5
2021_1186_1317,0.5
2021_1186_1325,0.5
2021_1186_1326,0.5
2021_1186_1328,0.5
2021_1186_1329,0.5
2021_1186_1331,0.5
2021_1186_1332,0.5
2021_1186_1333,0.5
2021_1186_1345,0.5
2021_1186_1353,0.5
2021_1186_1361,0.5
2021_1186_1364,0.5
2021_1186_1382,0.5
2021_1186_1393,0.5
2021_1186_1397,0.5
2021_1186_1400,0.5
2021_1186_1403,0.5
2021_1186_1411,0.5
2021_1186_1417,0.5
2021_1186_1422,0.5
2021_1186_1425,0.5
2021_1186_1429,0.5
2021_1186_1433,0.5
2021_1186_1437,0.5
2021_1186_1438,0.5
2021_1186_1439,0.5
2021_1186_1452,0.5
2021_1186_1455,0.5
2021_1186_1457,0.5
2021_1186_1458,0.5
2021_1196_1199,0.5
2021_1196_1207,0.5
2021_1196_1210,0.5
2021_1196_1211,0.5
2021_1196_1213,0.5
2021_1196_1216,0.5
2021_1196_1222,0.5
2021_1196_1228,0.5
2021_1196_1233,0.5
2021_1196_1234,0.5
2021_1196_1242,0.5
2021_1196_1251,0.5
2021_1196_1260,0.5
2021_1196_1261,0.5
2021_1196_1268,0.5
2021_1196_1276,0.5
2021_1196_1277,0.5
2021_1196_1281,0.5
2021_1196_1287,0.5
2021_1196_1291,0.5
2021_1196_1313,0.5
2021_1196_1314,0.5
2021_1196_1317,0.5
2021_1196_1325,0.5
2021_1196_1326,0.5
2021_1196_1328,0.5
2021_1196_1329,0.5
2021_1196_1331,0.5
2021_1196_1332,0.5
2021_1196_1333,0.5
2021_1196_1345,0.5
2021_1196_1353,0.5
2021_1196_1361,0.5
2021_1196_1364,0.5
2021_1196_1382,0.5
2021_1196_1393,0.5
2021_1196_1397,0.5
2021_1196_1400,0.5
2021_1196_1403,0.5
2021_1196_1411,0.5
2021_1196_1417,0.5
2021_1196_1422,0.5
2021_1196_1425,0.5
2021_1196_1429,0.5
2021_1196_1433,0.5
2021_1196_1437,0.5
2021_1196_1438,0.5
2021_1196_1439,0.5
2021_1196_1452,0.5
2021_1196_1455,0.5
2021_1196_1457,0.5
2021_1196_1458,0.5
2021_1199_1207,0.5
2021_1199_1210,0.5
2021_1199_1211,0.5
2021_1199_1213,0.5
2021_1199_1216,0.5
2021_1199_1222,0.5
2021_1199_1228,0.5
2021_1199_1233,0.5
2021_1199_1234,0.5
2021_1199_1242,0.5
2021_1199_1251,0.5
2021_1199_1260,0.5
2021_1199_1261,0.5
2021_1199_1268,0.5
2021_1199_1276,0.5
2021_1199_1277,0.5
2021_1199_1281,0.5
2021_1199_1287,0.5
2021_1199_1291,0.5
2021_1199_1313,0.5
2021_1199_1314,0.5
2021_1199_1317,0.5
2021_1199_1325,0.5
2021_1199_1326,0.5
2021_1199_1328,0.5
2021_1199_1329,0.5
2021_1199_1331,0.5
2021_1199_1332,0.5
2021_1199_1333,0.5
2021_1199_1345,0.5
2021_1199_1353,0.5
2021_1199_1361,0.5
2021_1199_1364,0.5
2021_1199_1382,0.5
2021_1199_1393,0.5
2021_1199_1397,0.5
2021_1199_1400,0.5
2021_1199_1403,0.5
2021_1199_1411,0.5
2021_1199_1417,0.5
2021_1199_1422,0.5
2021_1199_1425,0.5
2021_1199_1429,0.5
2021_1199_1433,0.5
2021_1199_1437,0.5
2021_1199_1438,0.5
2021_1199_1439,0.5
2021_1199_1452,0.5
2021_1199_1455,0.5
2021_1199_1457,0.5
2021_1199_1458,0.5
2021_1207_1210,0.5
2021_1207_1211,0.5
2021_1207_1213,0.5
2021_1207_1216,0.5
2021_1207_1222,0.5
2021_1207_1228,0.5
2021_1207_1233,0.5
2021_1207_1234,0.5
2021_1207_1242,0.5
2021_1207_1251,0.5
2021_1207_1260,0.5
2021_1207_1261,0.5
2021_1207_1268,0.5
2021_1207_1276,0.5
2021_1207_1277,0.5
2021_1207_1281,0.5
2021_1207_1287,0.5
2021_1207_1291,0.5
2021_1207_1313,0.5
2021_1207_1314,0.5
2021_1207_1317,0.5
2021_1207_1325,0.5
2021_1207_1326,0.5
2021_1207_1328,0.5
2021_1207_1329,0.5
2021_1207_1331,0.5
2021_1207_1332,0.5
2021_1207_1333,0.5
2021_1207_1345,0.5
2021_1207_1353,0.5
2021_1207_1361,0.5
2021_1207_1364,0.5
2021_1207_1382,0.5
2021_1207_1393,0.5
2021_1207_1397,0.5
2021_1207_1400,0.5
2021_1207_1403,0.5
2021_1207_1411,0.5
2021_1207_1417,0.5
2021_1207_1422,0.5
2021_1207_1425,0.5
2021_1207_1429,0.5
2021_1207_1433,0.5
2021_1207_1437,0.5
2021_1207_1438,0.5
2021_1207_1439,0.5
2021_1207_1452,0.5
2021_1207_1455,0.5
2021_1207_1457,0.5
2021_1207_1458,0.5
2021_1210_1211,0.5
2021_1210_1213,0.5
2021_1210_1216,0.5
2021_1210_1222,0.5
2021_1210_1228,0.5
2021_1210_1233,0.5
2021_1210_1234,0.5
2021_1210_1242,0.5
2021_1210_1251,0.5
2021_1210_1260,0.5
2021_1210_1261,0.5
2021_1210_1268,0.5
2021_1210_1276,0.5
2021_1210_1277,0.5
2021_1210_1281,0.5
2021_1210_1287,0.5
2021_1210_1291,0.5
2021_1210_1313,0.5
2021_1210_1314,0.5
2021_1210_1317,0.5
2021_1210_1325,0.5
2021_1210_1326,0.5
